,tenure,MonthlyCharges,OnlineSecurity,InternetService,Contract,TechSupport,Churn Probability
2189,1,79.5,No,Fiber optic,Month-to-month,No,0.8492521031383821
2190,28,25.55,No internet service,No,One year,No internet service,0.06066741315549566
2191,19,20.2,No internet service,No,Month-to-month,No internet service,0.24820643157307895
2192,66,63.85,No,DSL,Month-to-month,Yes,0.33154807212974097
2193,17,61.95,No,DSL,One year,Yes,0.2473663473981401
2194,52,25.75,No internet service,No,Two year,No internet service,0.023855420616231207
2195,19,58.2,No,DSL,One year,No,0.2703125427432582
2196,36,85.85,Yes,DSL,One year,Yes,0.15705019281785348
2197,7,70.1,No,Fiber optic,Month-to-month,No,0.8273740330212559
2198,72,104.9,Yes,Fiber optic,One year,Yes,0.2863731643950278
2199,67,111.3,Yes,Fiber optic,One year,No,0.31925098293666265
2200,34,99.85,No,Fiber optic,One year,No,0.40327456445458326
2201,57,95.25,No,Fiber optic,Month-to-month,No,0.6843033918492815
2202,7,86.25,No,Fiber optic,Month-to-month,No,0.8352913891207456
2203,1,100.8,No,Fiber optic,Month-to-month,No,0.8499345360378239
2204,8,19.55,No internet service,No,Month-to-month,No internet service,0.3208401870255621
2205,69,104.0,No,Fiber optic,Two year,Yes,0.21449105110672675
2206,50,104.4,Yes,Fiber optic,One year,No,0.30821882098379205
2207,10,19.5,No internet service,No,One year,No internet service,0.07701675084881622
2208,12,25.25,No internet service,No,Two year,No internet service,0.035163719097579434
2209,14,86.3,No,Fiber optic,Month-to-month,No,0.8172155793503691
2210,70,49.85,Yes,DSL,Two year,Yes,0.04885661370170458
2211,64,108.95,Yes,Fiber optic,Month-to-month,Yes,0.36550949752497264
2212,66,89.9,Yes,DSL,Two year,Yes,0.04596362870435964
2213,71,82.0,Yes,DSL,Two year,Yes,0.04038229854193536
2214,20,89.95,No,Fiber optic,Month-to-month,No,0.7356603062923243
2215,72,79.35,Yes,DSL,Two year,Yes,0.03919169470928872
2216,71,64.05,Yes,DSL,Two year,Yes,0.04235509849784991
2217,38,101.15,No,Fiber optic,Month-to-month,No,0.7154395839695034
2218,28,89.95,No,Fiber optic,Month-to-month,No,0.7195918413539798
2219,17,76.45,No,Fiber optic,Month-to-month,No,0.7559677483880676
2220,33,39.1,No,DSL,One year,No,0.2693802285339284
2221,23,34.6,Yes,DSL,Two year,Yes,0.05832409603790039
2222,58,19.55,No internet service,No,One year,No internet service,0.06438618605535953
2223,70,104.45,No,Fiber optic,Two year,Yes,0.21292700263762535
2224,4,70.5,No,Fiber optic,Month-to-month,No,0.8324059678965395
2225,45,20.35,No internet service,No,Two year,No internet service,0.025577738581985004
2226,10,70.0,No,Fiber optic,Month-to-month,No,0.8257582890399664
2227,36,19.45,No internet service,No,Two year,No internet service,0.03132329924886579
2228,54,69.9,Yes,DSL,Month-to-month,Yes,0.2581094090501052
2229,23,59.7,No,DSL,Two year,Yes,0.0947092256852426
2230,41,78.35,Yes,DSL,One year,No,0.16591384857897065
2231,5,71.45,No,Fiber optic,Month-to-month,No,0.8290048575358995
2232,27,45.85,No,DSL,One year,No,0.2699696320681063
2233,1,95.85,No,Fiber optic,Month-to-month,Yes,0.7068360651486932
2234,67,35.7,Yes,DSL,Two year,Yes,0.05021522901018027
2235,72,89.55,Yes,DSL,Two year,Yes,0.03794618393421254
2236,56,24.95,No internet service,No,Two year,No internet service,0.04318837194750286
2237,44,24.85,No internet service,No,One year,No internet service,0.05811214461777367
2238,66,100.8,No,Fiber optic,Month-to-month,No,0.6868777382355451
2239,34,64.4,Yes,DSL,One year,Yes,0.14983683046255403
2240,69,105.35,No,Fiber optic,Two year,Yes,0.21571040444698908
2241,1,102.45,Yes,Fiber optic,Month-to-month,No,0.6709821042049533
2242,40,19.65,No internet service,No,Two year,No internet service,0.027900818153527466
2243,30,54.45,Yes,DSL,Month-to-month,No,0.40352637857001533
2244,11,70.5,No,DSL,Month-to-month,Yes,0.43135093903084
2245,15,20.1,No internet service,No,One year,No internet service,0.06706959351954217
2246,11,69.35,No,DSL,Month-to-month,No,0.5477050218872899
2247,64,19.8,No internet service,No,One year,No internet service,0.059861071351750256
2248,72,74.4,Yes,DSL,Two year,Yes,0.03920077275510607
2249,72,93.05,Yes,Fiber optic,Two year,Yes,0.08428885641040734
2250,1,51.2,Yes,DSL,Month-to-month,No,0.5606405168599541
2251,15,65.6,Yes,DSL,One year,Yes,0.169297146815986
2252,60,80.55,No,DSL,One year,Yes,0.2052438657416094
2253,56,52.7,Yes,DSL,One year,No,0.1678503564261688
2254,8,20.85,No internet service,No,Two year,No internet service,0.03854622305984847
2255,3,80.1,No,Fiber optic,Month-to-month,Yes,0.7042141839040802
2256,49,52.15,No,DSL,Month-to-month,No,0.5012811823896247
2257,2,80.2,No,Fiber optic,Month-to-month,No,0.8410067164724059
2258,6,98.15,Yes,Fiber optic,Month-to-month,Yes,0.5784734073779316
2259,70,114.95,Yes,Fiber optic,Two year,Yes,0.15132641042886463
2260,12,112.95,No,Fiber optic,Month-to-month,Yes,0.6731534899924297
2261,52,104.45,Yes,Fiber optic,One year,Yes,0.31894227600779385
2262,72,113.65,Yes,Fiber optic,Two year,Yes,0.08846823335994249
2263,40,20.6,No internet service,No,Two year,No internet service,0.024828088844619622
2264,1,70.9,No,Fiber optic,Month-to-month,No,0.8451142665846787
2265,3,86.85,No,Fiber optic,Month-to-month,No,0.8397016751316355
2266,40,91.55,No,Fiber optic,Month-to-month,No,0.7118557830348854
2267,1,49.85,No,DSL,Month-to-month,No,0.7174044949972854
2268,30,19.8,No internet service,No,One year,No internet service,0.05529716512031699
2269,23,99.85,Yes,Fiber optic,Month-to-month,Yes,0.45444215522879927
2270,1,74.5,No,Fiber optic,Month-to-month,No,0.8481028228053675
2271,44,104.15,No,Fiber optic,Month-to-month,Yes,0.575046102940178
2272,65,109.15,No,Fiber optic,Month-to-month,Yes,0.5243875311620487
2273,7,48.2,Yes,DSL,Month-to-month,No,0.45657792066515707
2274,72,25.1,No internet service,No,Two year,No internet service,0.015944562607094023
2275,8,100.15,No,Fiber optic,Month-to-month,Yes,0.6985992828185525
2276,16,65.2,No,DSL,Month-to-month,No,0.530001921536753
2277,66,99.5,No,Fiber optic,Month-to-month,No,0.6868777382355451
2278,1,71.55,No,Fiber optic,Month-to-month,No,0.8451142665846787
2279,3,55.9,Yes,DSL,Month-to-month,No,0.5335496621169388
2280,53,93.9,Yes,Fiber optic,Month-to-month,No,0.4966770292197901
2281,8,64.4,No,DSL,Month-to-month,Yes,0.4363697332528613
2282,69,108.4,No,Fiber optic,Two year,Yes,0.24632667736182726
2283,5,85.3,No,Fiber optic,Month-to-month,No,0.836040983267338
2284,72,107.45,Yes,Fiber optic,Two year,Yes,0.09215765490559633
2285,13,48.75,No,DSL,Month-to-month,No,0.5857976115108104
2286,4,85.65,No,Fiber optic,Month-to-month,No,0.8397016751316355
2287,54,91.3,Yes,DSL,Two year,Yes,0.0518883428869197
2288,72,85.95,No,DSL,Two year,Yes,0.07675581182938593
2289,12,106.7,No,Fiber optic,Month-to-month,No,0.8183717651202744
2290,1,25.15,No,DSL,Month-to-month,No,0.7189151640252835
2291,1,45.2,No,DSL,Month-to-month,No,0.7192166106724185
2292,54,110.35,No,Fiber optic,One year,Yes,0.38765290711174244
2293,69,79.2,No,Fiber optic,Two year,No,0.24601567645894462
2294,48,55.5,Yes,DSL,Two year,No,0.0878656014591566
2295,48,103.25,Yes,Fiber optic,One year,No,0.30802824246017463
2296,8,90.25,No,Fiber optic,Month-to-month,Yes,0.6971088688972933
2297,71,91.25,Yes,DSL,Two year,Yes,0.040408512791436375
2298,2,47.8,Yes,DSL,Month-to-month,No,0.5574872376426253
2299,67,100.9,Yes,Fiber optic,One year,No,0.26910581637965164
2300,34,97.7,No,Fiber optic,Month-to-month,No,0.7193257587099073
2301,3,69.85,No,Fiber optic,Month-to-month,No,0.8324059678965395
2302,9,65.6,No,DSL,One year,Yes,0.2694101098248568
2303,71,104.65,Yes,Fiber optic,One year,No,0.2804715548352755
2304,57,90.45,No,Fiber optic,Two year,Yes,0.17410808140029477
2305,72,63.7,Yes,DSL,Two year,Yes,0.03989276964062609
2306,48,104.5,Yes,Fiber optic,Month-to-month,Yes,0.4046378073855832
2307,18,20.1,No internet service,No,One year,No internet service,0.05926440607178944
2308,43,104.3,No,Fiber optic,One year,Yes,0.38750638190961956
2309,72,93.25,Yes,DSL,Two year,Yes,0.08942294512351749
2310,35,73.45,No,DSL,One year,Yes,0.21956608718522502
2311,4,20.7,No internet service,No,Month-to-month,No internet service,0.28852799062040796
2312,49,25.25,No internet service,No,Two year,No internet service,0.024513062943467265
2313,71,100.5,Yes,Fiber optic,Two year,No,0.12194872112189716
2314,11,90.6,No,Fiber optic,Month-to-month,No,0.8251744679763219
2315,63,89.4,Yes,DSL,Two year,Yes,0.044465045355946586
2316,65,95.45,No,Fiber optic,Month-to-month,No,0.6828727339113915
2317,49,20.45,No internet service,No,Two year,No internet service,0.02585881062657401
2318,29,98.6,No,Fiber optic,Month-to-month,No,0.7222239355454587
2319,15,83.05,No,Fiber optic,Month-to-month,Yes,0.6782807773270091
2320,4,19.95,No internet service,No,Month-to-month,No internet service,0.3416490709624043
2321,72,109.15,No,Fiber optic,One year,Yes,0.34372526252691266
2322,26,85.7,No,Fiber optic,Month-to-month,No,0.7200340878291651
2323,35,102.05,No,Fiber optic,Month-to-month,No,0.7193257587099073
2324,57,94.7,No,Fiber optic,One year,Yes,0.3306170306959439
2325,28,64.4,No,DSL,Month-to-month,No,0.45879969812976223
2326,25,26.8,No internet service,No,One year,No internet service,0.0631131409365047
2327,47,66.05,Yes,DSL,One year,No,0.16523257972432057
2328,57,65.2,Yes,DSL,Month-to-month,Yes,0.26031674180840914
2329,16,85.05,No,Fiber optic,Month-to-month,No,0.7974409679621489
2330,5,55.8,Yes,DSL,Month-to-month,No,0.48853190947421526
2331,17,70.4,No,Fiber optic,Month-to-month,No,0.7482284564294971
2332,56,104.75,No,Fiber optic,One year,No,0.41456128075678494
2333,72,19.95,No internet service,No,Two year,No internet service,0.019820934431001705
2334,21,94.25,No,Fiber optic,Month-to-month,No,0.734022806127542
2335,48,45.0,Yes,DSL,One year,No,0.1723487333091762
2336,68,114.9,Yes,Fiber optic,Two year,Yes,0.16697200535600262
2337,30,106.4,Yes,Fiber optic,Month-to-month,Yes,0.4299124506477314
2338,3,46.1,No,DSL,Month-to-month,No,0.713069686332671
2339,14,39.7,Yes,DSL,Two year,Yes,0.07846274056042406
2340,4,20.05,No internet service,No,Month-to-month,No internet service,0.34111460200994015
2341,71,95.75,No,Fiber optic,Two year,No,0.2761026977066584
2342,8,24.4,No internet service,No,One year,No internet service,0.07390379687494612
2343,61,33.6,Yes,DSL,Month-to-month,No,0.3721489984239725
2344,72,90.45,No,Fiber optic,Two year,Yes,0.14226130531228795
2345,5,84.0,No,Fiber optic,Month-to-month,No,0.8357065650463538
2346,49,67.4,Yes,DSL,Two year,Yes,0.05016240227930817
2347,8,19.7,No internet service,No,Month-to-month,No internet service,0.3208401870255621
2348,3,80.35,No,Fiber optic,Month-to-month,No,0.8395977263615828
2349,9,19.6,No internet service,No,Two year,No internet service,0.04318317021265028
2350,67,54.2,Yes,DSL,Two year,No,0.08183349172142684
2351,46,45.2,No,DSL,Month-to-month,No,0.5065172340016543
2352,67,75.1,Yes,DSL,One year,No,0.1601989459033045
2353,55,19.7,No internet service,No,One year,No internet service,0.06302799262371894
2354,33,72.75,Yes,DSL,Month-to-month,No,0.3637201173814922
2355,62,20.05,No internet service,No,Two year,No internet service,0.02197046658391959
2356,1,45.95,No,DSL,Month-to-month,No,0.7192166106724185
2357,49,39.2,Yes,DSL,Month-to-month,No,0.3942902201028283
2358,1,44.75,No,DSL,Month-to-month,No,0.7192166106724185
2359,14,82.65,No,Fiber optic,Month-to-month,No,0.8161437497905139
2360,18,93.9,No,Fiber optic,Month-to-month,Yes,0.6214681158147016
2361,1,70.15,No,Fiber optic,Month-to-month,No,0.8442330362166276
2362,1,85.55,No,Fiber optic,Month-to-month,No,0.8495465664220564
2363,72,117.15,Yes,Fiber optic,Two year,Yes,0.08426004119439186
2364,64,99.25,Yes,Fiber optic,Two year,Yes,0.1364198229449175
2365,69,112.55,Yes,Fiber optic,Two year,Yes,0.16349721433546227
2366,1,25.7,No internet service,No,Month-to-month,No internet service,0.3957996019984294
2367,71,90.3,Yes,DSL,Two year,Yes,0.040408512791436375
2368,66,49.4,No,DSL,One year,Yes,0.20339397709126492
2369,2,19.4,No internet service,No,Month-to-month,No internet service,0.3840159543924995
2370,71,109.7,Yes,Fiber optic,Two year,Yes,0.13748946587532604
2371,11,61.25,No,DSL,One year,No,0.30942366613674827
2372,47,55.3,Yes,DSL,Month-to-month,No,0.3905353542583455
2373,35,70.3,No,Fiber optic,Month-to-month,No,0.7014342606759864
2374,32,106.35,No,Fiber optic,Month-to-month,No,0.7176706642429284
2375,60,103.75,No,Fiber optic,Month-to-month,Yes,0.5409955463372844
2376,11,19.5,No internet service,No,One year,No internet service,0.07630103771279005
2377,29,39.5,Yes,DSL,One year,Yes,0.14754521944608698
2378,21,26.05,No,DSL,Month-to-month,No,0.5217608116777015
2379,48,91.05,No,Fiber optic,Month-to-month,No,0.7079224250719934
2380,3,29.65,No,DSL,Month-to-month,No,0.7134899761877435
2381,43,50.2,No,DSL,Month-to-month,No,0.5022782097607038
2382,5,105.3,No,Fiber optic,Month-to-month,No,0.8323080313826162
2383,1,55.45,No,DSL,Month-to-month,No,0.697072246905221
2384,71,85.45,Yes,DSL,One year,Yes,0.1436599856510365
2385,8,19.8,No internet service,No,One year,No internet service,0.08707412402617583
2386,8,59.25,No,DSL,Month-to-month,No,0.5572873100818379
2387,20,90.7,No,Fiber optic,Month-to-month,No,0.7356603062923243
2388,33,103.7,Yes,Fiber optic,One year,No,0.31599314333017253
2389,71,79.05,No,Fiber optic,One year,No,0.3333446558442095
2390,31,90.7,No,Fiber optic,One year,No,0.369835327652204
2391,38,95.0,Yes,Fiber optic,One year,No,0.25715204077735726
2392,1,88.35,No,Fiber optic,Month-to-month,No,0.8495465664220564
2393,2,30.25,No,DSL,Month-to-month,No,0.7164967170183998
2394,12,49.85,No,DSL,Month-to-month,No,0.5833967370485541
2395,9,93.0,Yes,Fiber optic,Month-to-month,Yes,0.5372273657901339
2396,11,54.55,No,DSL,Month-to-month,Yes,0.4568820797454702
2397,6,19.7,No internet service,No,Month-to-month,No internet service,0.3227308241515915
2398,71,84.8,Yes,DSL,One year,Yes,0.14437227794368113
2399,42,94.45,Yes,Fiber optic,One year,No,0.25631943727880646
2400,8,94.2,No,Fiber optic,Month-to-month,No,0.8343636160963732
2401,5,96.25,No,Fiber optic,Month-to-month,No,0.8362750815718796
2402,2,70.7,No,Fiber optic,Month-to-month,No,0.8359367332645666
2403,45,20.85,No internet service,No,Two year,No internet service,0.024678653282586473
2404,28,60.0,No,DSL,One year,Yes,0.21801162757907397
2405,43,80.45,No,Fiber optic,Month-to-month,No,0.7056247771312645
2406,60,84.95,Yes,DSL,Two year,Yes,0.04593184721742361
2407,42,33.55,No,DSL,One year,Yes,0.22550156891606682
2408,7,49.65,Yes,DSL,Two year,Yes,0.08308313717050764
2409,25,20.2,No internet service,No,One year,No internet service,0.055546907209888495
2410,40,94.55,No,Fiber optic,Month-to-month,No,0.7118557830348854
2411,27,100.5,No,Fiber optic,One year,No,0.40620573376968183
2412,10,35.75,No,DSL,Month-to-month,Yes,0.4612200282401545
2413,27,86.45,No,Fiber optic,Month-to-month,No,0.7182645154065425
2414,11,53.8,No,DSL,One year,Yes,0.2715559724659616
2415,4,38.55,Yes,DSL,Month-to-month,No,0.5228519479293982
2416,68,39.9,No,DSL,Month-to-month,No,0.5020676140994516
2417,1,70.05,No,Fiber optic,Month-to-month,No,0.8442330362166276
2418,18,20.1,No internet service,No,One year,No internet service,0.05926440607178944
2419,57,112.95,Yes,Fiber optic,Two year,No,0.20921772060193525
2420,26,20.3,No internet service,No,Month-to-month,No internet service,0.20549909604496103
2421,17,35.65,No,DSL,Month-to-month,No,0.5476814441883713
2422,1,35.9,No,DSL,Month-to-month,No,0.7196369005274911
2423,38,99.25,No,Fiber optic,Month-to-month,No,0.7154395839695034
2424,59,82.95,Yes,Fiber optic,One year,No,0.2416998289477573
2425,30,55.65,Yes,DSL,Two year,No,0.09269061165326949
2426,2,24.45,No,DSL,Month-to-month,No,0.7164587326596985
2427,50,25.2,No internet service,No,One year,No internet service,0.06614305358705849
2428,9,50.8,Yes,DSL,One year,Yes,0.17099430097087365
2429,3,19.65,No internet service,No,Month-to-month,No internet service,0.3855035180354031
2430,14,59.8,No,DSL,Month-to-month,No,0.5380757537470471
2431,31,73.55,Yes,Fiber optic,Month-to-month,No,0.5081705988574804
2432,7,61.4,Yes,DSL,Month-to-month,No,0.4205029411367562
2433,8,103.35,Yes,Fiber optic,Month-to-month,Yes,0.573917753575068
2434,17,19.9,No internet service,No,One year,No internet service,0.064945337315027
2435,32,19.45,No internet service,No,Month-to-month,No internet service,0.25333771809193145
2436,2,81.5,No,Fiber optic,Month-to-month,No,0.8407762470214745
2437,7,84.8,No,Fiber optic,Month-to-month,No,0.8352913891207456
2438,72,109.55,Yes,Fiber optic,Two year,No,0.1203381086786321
2439,31,99.95,No,Fiber optic,Month-to-month,No,0.7222239355454587
2440,27,74.4,Yes,Fiber optic,Month-to-month,No,0.5257009345926694
2441,18,90.0,No,Fiber optic,Month-to-month,No,0.7413273602523172
2442,7,74.9,No,Fiber optic,Month-to-month,No,0.8330004781486192
2443,14,104.85,No,Fiber optic,Month-to-month,No,0.8157154904218774
2444,11,59.65,No,DSL,Month-to-month,No,0.5426606895705925
2445,72,110.45,Yes,Fiber optic,Two year,Yes,0.09123156439439455
2446,28,106.1,Yes,Fiber optic,One year,No,0.3294316131564798
2447,15,74.2,No,Fiber optic,Month-to-month,No,0.8124067399833957
2448,4,74.45,No,Fiber optic,Month-to-month,No,0.838032413023903
2449,71,24.55,No internet service,No,Two year,No internet service,0.017168864186589788
2450,5,89.35,No,Fiber optic,Month-to-month,Yes,0.7097228007687492
2451,47,24.55,No internet service,No,Two year,No internet service,0.027151740466493105
2452,57,90.65,No,Fiber optic,One year,No,0.3643119573153613
2453,50,105.05,Yes,Fiber optic,Two year,No,0.19288574517428503
2454,8,20.45,No internet service,No,Month-to-month,No internet service,0.25766777863854
2455,48,19.55,No internet service,No,Two year,No internet service,0.02763916718733305
2456,70,19.7,No internet service,No,One year,No internet service,0.05950064138976909
2457,1,70.45,Yes,DSL,Month-to-month,Yes,0.437042306536129
2458,8,85.65,No,Fiber optic,Month-to-month,No,0.834387623666586
2459,1,77.15,No,Fiber optic,Month-to-month,No,0.8488421431713102
2460,1,35.25,No,DSL,Month-to-month,No,0.7196369005274911
2461,60,20.55,No internet service,No,Two year,No internet service,0.02383984527105943
2462,49,97.95,No,Fiber optic,One year,Yes,0.3333508771798023
2463,4,48.55,No,DSL,Month-to-month,No,0.7043707813934129
2464,29,20.0,No internet service,No,One year,No internet service,0.05458497436156802
2465,67,25.25,No internet service,No,Two year,No internet service,0.01634019873076146
2466,53,98.4,No,Fiber optic,Month-to-month,No,0.7055010796103013
2467,67,70.9,Yes,DSL,Two year,Yes,0.04687815677673735
